touch_id,customer_id,touch_date,channel,campaign_name,outcome
CT000069724,CUST002491,2023-05-28,Social Ads,Loyalty Bonus,Ignored
CT000069725,CUST002491,2024-01-30,WhatsApp,Weekend Deal,Ignored
CT000069726,CUST002491,2023-05-28,Push,Seasonal Sale,Ignored
CT000069727,CUST002491,2023-05-30,Email,Health Bundle Offer,Ignored
CT000069728,CUST002491,2024-01-24,Push,Loyalty Bonus,Ignored
CT000069729,CUST002491,2025-01-25,SMS,Reactivation Offer,Ignored
CT000069730,CUST002491,2024-01-18,SMS,New Launch Promo,Converted
CT000069731,CUST002491,2025-10-17,Email,Loyalty Bonus,Ignored
CT000069732,CUST002491,2023-09-25,Social Ads,Seasonal Sale,Converted
CT000069733,CUST002491,2025-10-15,Email,Loyalty Bonus,Ignored
CT000069734,CUST002491,2024-08-23,Social Ads,Weekend Deal,Ignored
CT000069735,CUST002491,2024-06-20,Email,Weekend Deal,Ignored
CT000069736,CUST002491,2025-08-07,Social Ads,Loyalty Bonus,Ignored
CT000069737,CUST002491,2023-05-24,Email,Weekend Deal,Ignored
CT000069738,CUST002491,2023-05-21,SMS,New Launch Promo,Ignored
CT000069739,CUST002491,2023-05-10,Email,Health Bundle Offer,Ignored
CT000069740,CUST002492,2023-07-28,Search Ads,Cart Abandon Reminder,Ignored
CT000069741,CUST002492,2023-05-25,Email,Health Bundle Offer,Ignored
CT000069742,CUST002492,2023-12-03,Email,Loyalty Bonus,Ignored
CT000069743,CUST002492,2023-05-16,Search Ads,Loyalty Bonus,Ignored
CT000069744,CUST002492,2024-05-21,Push,Subscribe & Save,Ignored
CT000069745,CUST002492,2023-04-24,Search Ads,Loyalty Bonus,Ignored
CT000069746,CUST002492,2025-04-28,SMS,Subscribe & Save,Ignored
CT000069747,CUST002492,2023-03-22,Push,Health Bundle Offer,Ignored
CT000069748,CUST002492,2024-01-25,Social Ads,Health Bundle Offer,Ignored
CT000069749,CUST002492,2024-10-08,Email,Reactivation Offer,Ignored
CT000069750,CUST002492,2023-05-17,SMS,Reactivation Offer,Ignored
CT000069751,CUST002492,2023-08-11,Search Ads,Subscribe & Save,Ignored
CT000069752,CUST002492,2024-02-01,Email,Reactivation Offer,Converted
CT000069753,CUST002492,2023-05-19,Email,Reactivation Offer,Ignored
CT000069754,CUST002492,2023-10-29,Email,Health Bundle Offer,Ignored
CT000069755,CUST002492,2024-12-05,Email,New Launch Promo,Ignored
CT000069756,CUST002492,2024-01-19,Social Ads,Reactivation Offer,Ignored
CT000069757,CUST002492,2024-01-14,Email,Seasonal Sale,Ignored
CT000069758,CUST002492,2023-05-28,Push,Health Bundle Offer,Ignored
CT000069759,CUST002492,2023-03-16,WhatsApp,Reactivation Offer,Ignored
CT000069760,CUST002492,2023-03-21,Push,Health Bundle Offer,Clicked
CT000069761,CUST002493,2024-04-29,Email,Seasonal Sale,Converted
CT000069762,CUST002493,2023-05-16,Push,Subscribe & Save,Ignored
CT000069763,CUST002493,2024-01-15,Social Ads,Weekend Deal,Ignored
CT000069764,CUST002493,2023-05-25,Push,New Launch Promo,Ignored
CT000069765,CUST002493,2025-02-26,Push,Weekend Deal,Ignored
CT000069766,CUST002493,2025-01-26,Email,New Launch Promo,Ignored
CT000069767,CUST002493,2025-03-28,Search Ads,Seasonal Sale,Ignored
CT000069768,CUST002493,2025-05-08,Push,New Launch Promo,Ignored
CT000069769,CUST002493,2025-07-26,Email,Subscribe & Save,Ignored
CT000069770,CUST002493,2025-01-22,SMS,Subscribe & Save,Ignored
CT000069771,CUST002493,2025-10-14,SMS,Health Bundle Offer,Ignored
CT000069772,CUST002493,2024-01-21,SMS,Reactivation Offer,Ignored
CT000069773,CUST002493,2026-01-29,Push,Subscribe & Save,Clicked
CT000069774,CUST002493,2023-05-19,Email,Cart Abandon Reminder,Ignored
CT000069775,CUST002493,2023-06-03,Email,Loyalty Bonus,Ignored
CT000069776,CUST002493,2024-05-03,Push,Health Bundle Offer,Ignored
CT000069777,CUST002493,2023-06-08,Email,Seasonal Sale,Ignored
CT000069778,CUST002493,2023-06-03,WhatsApp,Subscribe & Save,Clicked
CT000069779,CUST002493,2024-01-26,SMS,Cart Abandon Reminder,Ignored
CT000069780,CUST002493,2023-05-26,SMS,Subscribe & Save,Ignored
CT000069781,CUST002493,2024-01-13,WhatsApp,Reactivation Offer,Ignored
CT000069782,CUST002493,2025-03-21,WhatsApp,Reactivation Offer,Ignored
CT000069783,CUST002493,2024-05-07,Push,Weekend Deal,Ignored
CT000069784,CUST002493,2024-06-07,Email,Subscribe & Save,Ignored
CT000069785,CUST002494,2024-01-27,Push,Health Bundle Offer,Ignored
CT000069786,CUST002494,2025-10-01,Push,Weekend Deal,Ignored
CT000069787,CUST002494,2025-04-20,SMS,Subscribe & Save,Ignored
CT000069788,CUST002494,2023-05-26,Search Ads,Subscribe & Save,Ignored
CT000069789,CUST002494,2026-01-19,Social Ads,Reactivation Offer,Ignored
CT000069790,CUST002494,2024-01-12,Push,Loyalty Bonus,Ignored
CT000069791,CUST002494,2026-01-02,Email,Seasonal Sale,Ignored
CT000069792,CUST002494,2024-11-11,Search Ads,Reactivation Offer,Ignored
CT000069793,CUST002494,2024-04-14,WhatsApp,Cart Abandon Reminder,Ignored
CT000069794,CUST002494,2023-05-31,WhatsApp,Subscribe & Save,Ignored
CT000069795,CUST002494,2023-05-27,Social Ads,Subscribe & Save,Ignored
CT000069796,CUST002494,2024-10-29,Push,Seasonal Sale,Ignored
CT000069797,CUST002494,2024-12-16,Social Ads,Reactivation Offer,Converted
CT000069798,CUST002494,2024-03-23,Push,Cart Abandon Reminder,Ignored
CT000069799,CUST002494,2024-01-14,Social Ads,Reactivation Offer,Ignored
CT000069800,CUST002494,2025-02-22,SMS,New Launch Promo,Ignored
CT000069801,CUST002494,2023-03-15,SMS,New Launch Promo,Ignored
CT000069802,CUST002494,2024-01-12,Push,Reactivation Offer,Ignored
CT000069803,CUST002494,2024-01-13,Email,Seasonal Sale,Ignored
CT000069804,CUST002494,2025-04-11,Email,Subscribe & Save,Ignored
CT000069805,CUST002494,2024-03-15,Social Ads,New Launch Promo,Ignored
CT000069806,CUST002494,2025-02-27,Push,Weekend Deal,Ignored
CT000069807,CUST002494,2024-05-21,Search Ads,Seasonal Sale,Ignored
CT000069808,CUST002494,2024-01-07,Social Ads,Weekend Deal,Clicked
CT000069809,CUST002494,2023-06-02,Social Ads,Health Bundle Offer,Ignored
CT000069810,CUST002494,2025-04-08,SMS,Reactivation Offer,Ignored
CT000069811,CUST002494,2025-06-07,Push,Subscribe & Save,Ignored
CT000069812,CUST002494,2024-01-22,Push,Health Bundle Offer,Ignored
CT000069813,CUST002494,2023-03-22,Social Ads,Seasonal Sale,Ignored
CT000069814,CUST002495,2025-10-24,SMS,New Launch Promo,Ignored
CT000069815,CUST002495,2025-05-17,Push,Weekend Deal,Ignored
CT000069816,CUST002495,2025-01-16,Email,Subscribe & Save,Clicked
CT000069817,CUST002495,2023-07-07,Push,Cart Abandon Reminder,Ignored
CT000069818,CUST002495,2023-05-10,SMS,Loyalty Bonus,Ignored
CT000069819,CUST002495,2023-05-14,Email,Loyalty Bonus,Ignored
CT000069820,CUST002495,2023-03-23,SMS,Loyalty Bonus,Ignored
CT000069821,CUST002495,2023-05-20,SMS,Reactivation Offer,Ignored
CT000069822,CUST002495,2023-05-14,Email,Weekend Deal,Clicked
CT000069823,CUST002495,2025-12-04,Social Ads,Health Bundle Offer,Ignored
CT000069824,CUST002495,2023-06-01,Search Ads,Loyalty Bonus,Ignored
CT000069825,CUST002495,2024-02-02,Push,Reactivation Offer,Ignored
CT000069826,CUST002495,2024-01-12,Search Ads,Weekend Deal,Ignored
CT000069827,CUST002495,2024-12-27,Push,Subscribe & Save,Ignored
CT000069828,CUST002495,2023-05-21,SMS,Cart Abandon Reminder,Clicked
CT000069829,CUST002495,2024-08-14,Email,Seasonal Sale,Ignored
CT000069830,CUST002495,2024-02-21,Social Ads,Reactivation Offer,Ignored
CT000069831,CUST002495,2025-05-02,Social Ads,Cart Abandon Reminder,Ignored
CT000069832,CUST002495,2025-06-15,Push,Subscribe & Save,Ignored
CT000069833,CUST002495,2023-05-12,Social Ads,Weekend Deal,Ignored
CT000069834,CUST002495,2023-05-07,Social Ads,Seasonal Sale,Clicked
CT000069835,CUST002495,2025-06-16,SMS,New Launch Promo,Ignored
CT000069836,CUST002495,2023-02-28,Social Ads,New Launch Promo,Ignored
CT000069837,CUST002496,2023-05-30,Social Ads,Health Bundle Offer,Clicked
CT000069838,CUST002496,2024-11-11,Social Ads,Seasonal Sale,Ignored
CT000069839,CUST002496,2023-11-25,Push,Reactivation Offer,Ignored
CT000069840,CUST002496,2024-10-07,Email,Seasonal Sale,Ignored
CT000069841,CUST002496,2024-01-23,Search Ads,New Launch Promo,Ignored
CT000069842,CUST002496,2024-08-23,Push,Reactivation Offer,Ignored
CT000069843,CUST002496,2024-01-17,Email,Reactivation Offer,Ignored
CT000069844,CUST002496,2024-01-31,Email,Seasonal Sale,Clicked
CT000069845,CUST002496,2024-01-26,Search Ads,Subscribe & Save,Ignored
CT000069846,CUST002496,2024-01-22,SMS,New Launch Promo,Ignored
CT000069847,CUST002496,2023-03-04,Social Ads,Loyalty Bonus,Ignored
CT000069848,CUST002496,2023-05-16,Push,New Launch Promo,Ignored
CT000069849,CUST002496,2025-05-28,SMS,Cart Abandon Reminder,Ignored
CT000069850,CUST002496,2025-12-08,Email,Seasonal Sale,Ignored
CT000069851,CUST002496,2023-05-21,Search Ads,Loyalty Bonus,Ignored
CT000069852,CUST002496,2026-02-18,Social Ads,Subscribe & Save,Ignored
CT000069853,CUST002496,2024-01-24,WhatsApp,Cart Abandon Reminder,Ignored
CT000069854,CUST002496,2024-01-01,Email,Seasonal Sale,Ignored
CT000069855,CUST002496,2023-05-01,Social Ads,Subscribe & Save,Ignored
CT000069856,CUST002496,2025-01-28,WhatsApp,Reactivation Offer,Ignored
CT000069857,CUST002496,2023-09-20,Push,Health Bundle Offer,Ignored
CT000069858,CUST002496,2025-03-22,Email,Reactivation Offer,Ignored
CT000069859,CUST002496,2024-01-20,Search Ads,Health Bundle Offer,Ignored
CT000069860,CUST002496,2025-12-01,Push,Seasonal Sale,Converted
CT000069861,CUST002496,2025-01-25,Social Ads,Cart Abandon Reminder,Ignored
CT000069862,CUST002496,2025-01-15,Push,Subscribe & Save,Ignored
CT000069863,CUST002497,2024-08-09,Search Ads,Health Bundle Offer,Ignored
CT000069864,CUST002497,2025-10-23,Search Ads,Cart Abandon Reminder,Ignored
CT000069865,CUST002497,2023-05-10,Push,Seasonal Sale,Ignored
CT000069866,CUST002497,2023-05-26,Email,Weekend Deal,Ignored
CT000069867,CUST002497,2023-10-03,SMS,Weekend Deal,Ignored
CT000069868,CUST002497,2023-05-28,Push,Seasonal Sale,Ignored
CT000069869,CUST002497,2023-05-24,Email,Subscribe & Save,Ignored
CT000069870,CUST002497,2025-09-07,SMS,Loyalty Bonus,Ignored
CT000069871,CUST002497,2024-01-07,Social Ads,Loyalty Bonus,Ignored
CT000069872,CUST002497,2023-06-01,Email,Subscribe & Save,Ignored
CT000069873,CUST002497,2023-06-30,Email,Weekend Deal,Ignored
CT000069874,CUST002497,2025-06-30,Email,Subscribe & Save,Clicked
CT000069875,CUST002497,2025-08-13,Email,New Launch Promo,Ignored
CT000069876,CUST002497,2023-05-22,Push,Loyalty Bonus,Ignored
CT000069877,CUST002497,2023-05-25,Email,Loyalty Bonus,Ignored
CT000069878,CUST002497,2024-01-27,Push,New Launch Promo,Ignored
CT000069879,CUST002497,2023-12-01,WhatsApp,Reactivation Offer,Clicked
CT000069880,CUST002497,2023-11-30,SMS,Subscribe & Save,Ignored
CT000069881,CUST002497,2023-03-01,SMS,Weekend Deal,Ignored
CT000069882,CUST002497,2023-08-01,SMS,New Launch Promo,Ignored
CT000069883,CUST002497,2024-01-07,SMS,Weekend Deal,Converted
CT000069884,CUST002497,2025-08-06,Push,Loyalty Bonus,Ignored
CT000069885,CUST002497,2024-08-18,Email,Loyalty Bonus,Ignored
CT000069886,CUST002497,2023-05-08,Push,Reactivation Offer,Ignored
CT000069887,CUST002497,2025-01-04,Push,New Launch Promo,Ignored
CT000069888,CUST002497,2023-03-24,WhatsApp,Weekend Deal,Ignored
CT000069889,CUST002497,2023-05-07,Email,Cart Abandon Reminder,Ignored
CT000069890,CUST002497,2023-05-19,Email,Cart Abandon Reminder,Ignored
CT000069891,CUST002497,2023-06-02,Social Ads,Loyalty Bonus,Ignored
CT000069892,CUST002497,2024-01-21,Email,Subscribe & Save,Ignored
CT000069893,CUST002497,2023-03-03,Push,Seasonal Sale,Ignored
CT000069894,CUST002497,2023-03-04,Social Ads,Reactivation Offer,Ignored
CT000069895,CUST002497,2024-11-04,Social Ads,Loyalty Bonus,Converted
CT000069896,CUST002497,2023-05-31,Push,Weekend Deal,Ignored
CT000069897,CUST002497,2024-01-28,Push,Subscribe & Save,Ignored
CT000069898,CUST002498,2023-05-09,Search Ads,Weekend Deal,Ignored
CT000069899,CUST002498,2025-04-29,Search Ads,Health Bundle Offer,Ignored
CT000069900,CUST002498,2025-03-05,WhatsApp,Weekend Deal,Ignored
CT000069901,CUST002498,2023-05-11,Email,Seasonal Sale,Ignored
CT000069902,CUST002498,2023-05-14,Push,Weekend Deal,Ignored
CT000069903,CUST002498,2025-01-16,SMS,Subscribe & Save,Ignored
CT000069904,CUST002498,2023-03-08,Push,Cart Abandon Reminder,Ignored
CT000069905,CUST002498,2024-12-23,Email,Seasonal Sale,Ignored
CT000069906,CUST002498,2023-05-28,Search Ads,Cart Abandon Reminder,Ignored
CT000069907,CUST002498,2024-10-25,Push,Cart Abandon Reminder,Ignored
CT000069908,CUST002498,2023-05-14,Email,Subscribe & Save,Ignored
CT000069909,CUST002498,2023-03-22,Email,Loyalty Bonus,Ignored
CT000069910,CUST002498,2025-11-21,Push,Weekend Deal,Ignored
CT000069911,CUST002498,2023-06-03,Social Ads,Weekend Deal,Ignored
CT000069912,CUST002498,2023-03-09,WhatsApp,Reactivation Offer,Ignored
CT000069913,CUST002498,2025-12-25,Push,Cart Abandon Reminder,Ignored
CT000069914,CUST002498,2023-12-09,WhatsApp,Loyalty Bonus,Ignored
CT000069915,CUST002498,2023-09-16,Email,Subscribe & Save,Converted
CT000069916,CUST002498,2023-10-08,Push,Cart Abandon Reminder,Converted
CT000069917,CUST002498,2024-12-17,Social Ads,Seasonal Sale,Ignored
CT000069918,CUST002498,2024-07-03,SMS,Loyalty Bonus,Ignored
CT000069919,CUST002498,2025-10-06,SMS,New Launch Promo,Ignored
CT000069920,CUST002498,2024-01-11,SMS,Health Bundle Offer,Ignored
CT000069921,CUST002498,2023-05-16,Email,Subscribe & Save,Ignored
CT000069922,CUST002498,2023-05-23,Email,Weekend Deal,Ignored
CT000069923,CUST002498,2024-01-28,Push,New Launch Promo,Ignored
CT000069924,CUST002498,2023-05-13,Search Ads,Cart Abandon Reminder,Ignored
CT000069925,CUST002498,2025-11-14,SMS,Reactivation Offer,Ignored
CT000069926,CUST002499,2025-04-17,Push,Reactivation Offer,Ignored
CT000069927,CUST002499,2025-05-25,SMS,Loyalty Bonus,Converted
CT000069928,CUST002499,2023-03-08,WhatsApp,Reactivation Offer,Ignored
CT000069929,CUST002499,2023-05-25,Email,Weekend Deal,Ignored
CT000069930,CUST002499,2025-11-20,Push,Weekend Deal,Ignored
CT000069931,CUST002499,2024-01-10,Email,Reactivation Offer,Ignored
CT000069932,CUST002499,2023-05-14,Push,Reactivation Offer,Ignored
CT000069933,CUST002499,2025-09-18,Push,Cart Abandon Reminder,Ignored
CT000069934,CUST002499,2023-05-18,Search Ads,New Launch Promo,Clicked
CT000069935,CUST002499,2025-12-22,Push,Cart Abandon Reminder,Ignored
CT000069936,CUST002499,2023-05-23,Email,Seasonal Sale,Ignored
CT000069937,CUST002499,2024-01-21,SMS,Loyalty Bonus,Ignored
CT000069938,CUST002499,2026-01-30,Email,New Launch Promo,Clicked
CT000069939,CUST002499,2023-06-07,Push,Health Bundle Offer,Ignored
CT000069940,CUST002499,2023-03-29,Email,Reactivation Offer,Ignored
CT000069941,CUST002499,2024-02-01,Push,Subscribe & Save,Ignored
CT000069942,CUST002499,2023-05-31,Email,Cart Abandon Reminder,Ignored
CT000069943,CUST002499,2024-11-29,Search Ads,Weekend Deal,Ignored
CT000069944,CUST002499,2025-03-27,Email,Cart Abandon Reminder,Ignored
CT000069945,CUST002499,2023-03-10,Email,Cart Abandon Reminder,Ignored
CT000069946,CUST002499,2023-05-10,SMS,Reactivation Offer,Ignored
CT000069947,CUST002499,2024-01-13,Email,Weekend Deal,Ignored
CT000069948,CUST002499,2024-02-02,Push,Health Bundle Offer,Ignored
CT000069949,CUST002499,2023-05-21,SMS,Subscribe & Save,Ignored
CT000069950,CUST002499,2024-08-26,Push,Subscribe & Save,Converted
CT000069951,CUST002499,2023-11-03,Email,Cart Abandon Reminder,Ignored
CT000069952,CUST002499,2025-12-09,Push,Weekend Deal,Ignored
CT000069953,CUST002499,2023-05-21,Email,Cart Abandon Reminder,Ignored
CT000069954,CUST002499,2023-03-19,WhatsApp,Weekend Deal,Ignored
CT000069955,CUST002499,2024-01-13,Email,Seasonal Sale,Ignored
CT000069956,CUST002499,2026-02-14,Email,Weekend Deal,Ignored
CT000069957,CUST002499,2025-11-26,Email,Reactivation Offer,Ignored
CT000069958,CUST002500,2023-05-31,Email,New Launch Promo,Ignored
CT000069959,CUST002500,2025-07-22,SMS,Reactivation Offer,Ignored
CT000069960,CUST002500,2023-06-12,Email,Health Bundle Offer,Ignored
CT000069961,CUST002500,2024-08-08,Email,Weekend Deal,Ignored
CT000069962,CUST002500,2024-01-19,WhatsApp,Health Bundle Offer,Clicked
CT000069963,CUST002500,2023-05-08,SMS,Seasonal Sale,Ignored
CT000069964,CUST002500,2023-12-27,Email,Cart Abandon Reminder,Ignored
CT000069965,CUST002500,2024-10-06,SMS,New Launch Promo,Ignored
CT000069966,CUST002500,2023-05-15,Push,Health Bundle Offer,Ignored
CT000069967,CUST002500,2024-09-18,Email,Seasonal Sale,Ignored
CT000069968,CUST002500,2023-05-11,Social Ads,Subscribe & Save,Ignored
CT000069969,CUST002500,2024-01-14,Email,Reactivation Offer,Ignored
CT000069970,CUST002500,2025-03-10,SMS,Reactivation Offer,Ignored
CT000069971,CUST002500,2024-11-18,Email,Seasonal Sale,Ignored
CT000069972,CUST002500,2025-08-05,Email,Weekend Deal,Ignored
CT000069973,CUST002500,2025-01-25,Push,Health Bundle Offer,Ignored
CT000069974,CUST002500,2023-06-01,SMS,Cart Abandon Reminder,Ignored
CT000069975,CUST002500,2024-09-08,Search Ads,New Launch Promo,Ignored
CT000069976,CUST002500,2023-03-19,Push,Loyalty Bonus,Ignored
CT000069977,CUST002500,2023-05-31,Email,Subscribe & Save,Ignored
CT000069978,CUST002500,2023-05-17,Search Ads,Reactivation Offer,Ignored
CT000069979,CUST002500,2026-01-10,Email,Seasonal Sale,Ignored
CT000069980,CUST002500,2023-03-15,Push,New Launch Promo,Clicked
CT000069981,CUST002500,2023-05-26,Social Ads,Reactivation Offer,Ignored
CT000069982,CUST002500,2025-04-19,Search Ads,Cart Abandon Reminder,Ignored
CT000069983,CUST002500,2024-01-21,Email,Weekend Deal,Ignored
CT000069984,CUST002500,2023-05-25,Social Ads,Weekend Deal,Ignored
CT000069985,CUST002500,2023-03-11,Email,Cart Abandon Reminder,Ignored
CT000069986,CUST002500,2023-06-19,WhatsApp,Seasonal Sale,Ignored
CT000069987,CUST002501,2024-01-10,Push,Health Bundle Offer,Ignored
CT000069988,CUST002501,2025-05-03,WhatsApp,New Launch Promo,Ignored
CT000069989,CUST002501,2024-02-03,WhatsApp,Subscribe & Save,Ignored
CT000069990,CUST002501,2023-03-14,Push,Loyalty Bonus,Ignored
CT000069991,CUST002501,2024-02-27,Push,Subscribe & Save,Ignored
CT000069992,CUST002501,2025-06-16,WhatsApp,New Launch Promo,Ignored
CT000069993,CUST002501,2023-05-14,Social Ads,Reactivation Offer,Clicked
CT000069994,CUST002501,2024-02-01,WhatsApp,Health Bundle Offer,Ignored
CT000069995,CUST002501,2023-05-08,Push,New Launch Promo,Ignored
CT000069996,CUST002501,2023-05-21,SMS,Seasonal Sale,Ignored
CT000069997,CUST002501,2023-02-28,SMS,New Launch Promo,Ignored
CT000069998,CUST002501,2023-06-07,Search Ads,Subscribe & Save,Ignored
CT000069999,CUST002501,2025-01-11,SMS,Weekend Deal,Ignored
CT000070000,CUST002501,2024-12-18,Push,Reactivation Offer,Clicked
CT000070001,CUST002501,2023-05-20,Email,Health Bundle Offer,Ignored
CT000070002,CUST002501,2024-05-15,WhatsApp,Loyalty Bonus,Ignored
CT000070003,CUST002501,2023-06-24,SMS,Health Bundle Offer,Clicked
CT000070004,CUST002501,2024-01-07,Email,New Launch Promo,Ignored
CT000070005,CUST002501,2025-04-20,Push,Subscribe & Save,Clicked
CT000070006,CUST002501,2025-06-20,Social Ads,New Launch Promo,Ignored
CT000070007,CUST002501,2023-08-06,Push,Health Bundle Offer,Ignored
CT000070008,CUST002501,2023-03-20,Email,Subscribe & Save,Ignored
CT000070009,CUST002501,2025-04-08,Search Ads,Loyalty Bonus,Ignored
CT000070010,CUST002501,2024-01-20,Push,Subscribe & Save,Ignored
CT000070011,CUST002501,2024-01-26,WhatsApp,Weekend Deal,Ignored
CT000070012,CUST002501,2023-05-16,Email,Health Bundle Offer,Ignored
CT000070013,CUST002501,2024-01-09,Push,Reactivation Offer,Ignored
CT000070014,CUST002501,2024-01-19,SMS,Weekend Deal,Ignored
CT000070015,CUST002501,2023-09-18,SMS,Weekend Deal,Clicked
CT000070016,CUST002501,2023-03-17,Email,Seasonal Sale,Ignored
CT000070017,CUST002501,2023-05-16,WhatsApp,Reactivation Offer,Ignored
CT000070018,CUST002501,2025-03-12,Push,Cart Abandon Reminder,Ignored
CT000070019,CUST002501,2024-01-30,Social Ads,Reactivation Offer,Ignored
CT000070020,CUST002501,2024-01-11,Email,Reactivation Offer,Ignored
CT000070021,CUST002501,2023-05-12,SMS,Loyalty Bonus,Ignored
CT000070022,CUST002501,2026-01-01,SMS,Loyalty Bonus,Ignored
CT000070023,CUST002501,2024-09-22,WhatsApp,Seasonal Sale,Ignored
CT000070024,CUST002501,2026-01-30,SMS,Loyalty Bonus,Ignored
CT000070025,CUST002502,2024-12-20,Email,Reactivation Offer,Ignored
CT000070026,CUST002502,2023-04-26,Social Ads,Health Bundle Offer,Ignored
CT000070027,CUST002502,2023-06-03,SMS,New Launch Promo,Ignored
CT000070028,CUST002502,2023-03-16,Email,Cart Abandon Reminder,Ignored
CT000070029,CUST002502,2024-08-25,Push,Cart Abandon Reminder,Ignored
CT000070030,CUST002502,2023-05-14,Search Ads,Health Bundle Offer,Ignored
CT000070031,CUST002502,2023-05-12,Email,Loyalty Bonus,Ignored
CT000070032,CUST002502,2024-05-28,Search Ads,Seasonal Sale,Ignored
CT000070033,CUST002502,2023-03-21,Push,Seasonal Sale,Ignored
CT000070034,CUST002502,2024-03-30,Email,Loyalty Bonus,Ignored
CT000070035,CUST002502,2023-03-09,Search Ads,Health Bundle Offer,Ignored
CT000070036,CUST002502,2023-06-03,Email,Health Bundle Offer,Ignored
CT000070037,CUST002502,2024-01-16,Email,Subscribe & Save,Ignored
CT000070038,CUST002502,2024-06-07,Email,Subscribe & Save,Clicked
CT000070039,CUST002502,2024-01-15,Social Ads,Weekend Deal,Ignored
CT000070040,CUST002502,2023-03-15,Email,Reactivation Offer,Ignored
CT000070041,CUST002502,2023-05-19,Social Ads,New Launch Promo,Ignored
CT000070042,CUST002502,2023-12-08,Social Ads,Cart Abandon Reminder,Ignored
CT000070043,CUST002502,2025-09-28,Push,Seasonal Sale,Ignored
CT000070044,CUST002502,2024-08-22,Push,Cart Abandon Reminder,Ignored
CT000070045,CUST002502,2023-05-20,Email,Loyalty Bonus,Ignored
CT000070046,CUST002502,2025-10-02,Push,Seasonal Sale,Ignored
CT000070047,CUST002502,2023-05-12,Push,Cart Abandon Reminder,Ignored
CT000070048,CUST002502,2023-12-20,Email,Reactivation Offer,Ignored
CT000070049,CUST002502,2023-05-15,SMS,Seasonal Sale,Ignored
CT000070050,CUST002502,2023-05-13,Push,Cart Abandon Reminder,Converted
CT000070051,CUST002502,2024-12-16,Push,Seasonal Sale,Converted
CT000070052,CUST002502,2023-05-16,Push,Reactivation Offer,Ignored
CT000070053,CUST002502,2024-01-21,Push,Loyalty Bonus,Ignored
CT000070054,CUST002503,2024-02-03,SMS,Weekend Deal,Ignored
CT000070055,CUST002503,2023-08-04,WhatsApp,New Launch Promo,Converted
CT000070056,CUST002503,2026-02-15,WhatsApp,Reactivation Offer,Ignored
CT000070057,CUST002503,2023-12-14,Email,Reactivation Offer,Ignored
CT000070058,CUST002503,2023-03-24,Push,Cart Abandon Reminder,Ignored
CT000070059,CUST002503,2025-10-02,Push,Weekend Deal,Ignored
CT000070060,CUST002503,2023-03-04,Search Ads,Health Bundle Offer,Ignored
CT000070061,CUST002503,2023-05-29,Email,Loyalty Bonus,Ignored
CT000070062,CUST002503,2024-01-16,WhatsApp,Health Bundle Offer,Ignored
CT000070063,CUST002503,2023-12-10,Email,Loyalty Bonus,Ignored
CT000070064,CUST002503,2023-02-26,Email,Seasonal Sale,Ignored
CT000070065,CUST002503,2024-06-01,WhatsApp,Weekend Deal,Ignored
CT000070066,CUST002503,2023-05-16,Social Ads,New Launch Promo,Ignored
CT000070067,CUST002503,2023-11-27,Push,Health Bundle Offer,Ignored
CT000070068,CUST002503,2024-01-21,Search Ads,Weekend Deal,Ignored
CT000070069,CUST002503,2024-03-03,Social Ads,Reactivation Offer,Ignored
CT000070070,CUST002503,2023-05-23,Email,Weekend Deal,Ignored
CT000070071,CUST002503,2023-05-14,SMS,Weekend Deal,Ignored
CT000070072,CUST002503,2024-01-21,Push,Weekend Deal,Ignored
CT000070073,CUST002503,2023-08-28,Email,Loyalty Bonus,Ignored
CT000070074,CUST002503,2023-03-12,Social Ads,Loyalty Bonus,Ignored
CT000070075,CUST002503,2024-06-11,Social Ads,Reactivation Offer,Ignored
CT000070076,CUST002503,2026-02-10,WhatsApp,New Launch Promo,Ignored
CT000070077,CUST002503,2023-03-30,SMS,Health Bundle Offer,Ignored
CT000070078,CUST002503,2023-05-14,Search Ads,Weekend Deal,Ignored
CT000070079,CUST002503,2025-07-25,Push,Cart Abandon Reminder,Ignored
CT000070080,CUST002503,2024-02-01,Push,Subscribe & Save,Ignored
CT000070081,CUST002503,2024-01-19,Email,Subscribe & Save,Ignored
CT000070082,CUST002504,2023-12-12,Search Ads,Seasonal Sale,Ignored
CT000070083,CUST002504,2023-03-20,Social Ads,Loyalty Bonus,Ignored
CT000070084,CUST002504,2024-01-21,Email,Reactivation Offer,Ignored
CT000070085,CUST002504,2024-11-02,Social Ads,Weekend Deal,Ignored
CT000070086,CUST002504,2024-01-22,SMS,Loyalty Bonus,Ignored
CT000070087,CUST002504,2023-08-05,SMS,Loyalty Bonus,Ignored
CT000070088,CUST002504,2023-02-28,WhatsApp,Health Bundle Offer,Ignored
CT000070089,CUST002504,2023-03-01,SMS,Cart Abandon Reminder,Ignored
CT000070090,CUST002504,2024-01-21,WhatsApp,New Launch Promo,Ignored
CT000070091,CUST002504,2023-05-26,Email,Weekend Deal,Ignored
CT000070092,CUST002504,2025-03-22,Push,Reactivation Offer,Ignored
CT000070093,CUST002504,2023-11-05,SMS,Health Bundle Offer,Converted
CT000070094,CUST002504,2024-01-30,Social Ads,Loyalty Bonus,Ignored
CT000070095,CUST002504,2025-06-08,SMS,Seasonal Sale,Ignored
